  PID  PPID STAT     ELAPSED    RSS COMMAND
 1375     1 Ss   05-23:11:16  12480 /System/Applications/VoiceMemos.app/Contents/PlugIns/VoiceMemosSettingsWidgetExtension.appex/Contents/MacOS/VoiceMemosSettingsWidgetExtension -LaunchArguments eyJ0eXBlIjoxLCJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5Wb2ljZU1lbW9zLlZvaWNlTWVtb3NTZXR0aW5nc1dpZGdldCIsImVuaGFuY2VkU2VjdXJpdHkiOmZhbHNlfQ==
 1376     1 Ss   05-23:11:16  17568 /System/Applications/News.app/Contents/PlugIns/NewsTodayIntents.appex/Contents/MacOS/NewsTodayIntents -AppleLanguages ("en-US")
 1377     1 Ss   05-23:11:16  12976 /System/Library/CoreServices/Screen Time.app/Contents/PlugIns/ScreenTimeWidgetIntentsExtension.appex/Contents/MacOS/ScreenTimeWidgetIntentsExtension -AppleLanguages ("en-US")
 2048   512 S    05-23:11:12   7952 /Applications/Espanso.app/Contents/MacOS/espanso daemon
 2251     1 Ss   05-23:11:11   5520 /Library/Developer/PrivateFrameworks/CoreSimulator.framework/Resources/bin/simdiskimaged
 2342     1 Ss   05-23:11:10   3056 /usr/libexec/diskimagesiod
 2457     1 S    05-23:11:10   3776 /Library/Developer/PrivateFrameworks/CoreSimulator.framework/Versions/A/XPCServices/SimLaunchHost.arm64.xpc/Contents/MacOS/SimLaunchHost.arm64
 2748     1 S       21:33:05  14352 /usr/libexec/adprivacyd
 2864     1 S    05-23:11:09   2576 /usr/sbin/distnoted agent
 2928     1 S    05-23:11:08   2576 /usr/sbin/distnoted agent
 2984     1 S    05-23:11:03   2608 /usr/sbin/distnoted agent
 2995     1 Ss   05-23:11:02   7344 /System/Library/PrivateFrameworks/CoreFP.framework/Versions/A/fairplayd
 3207     1 SN   05-23:10:55  17712 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdbulkimport -s mdworker-bundle -c MDSImporterBundleFinder -m com.apple.metadata.mdbulkimport
 3235     1 S    05-23:10:51   2544 /usr/sbin/distnoted agent
 3256     1 Ss         34:57   5952 /System/Library/PrivateFrameworks/MessagesBlastDoorSupport.framework/Versions/A/XPCServices/MessagesBlastDoorService.xpc/Contents/MacOS/MessagesBlastDoorService
 3265     1 S    05-23:10:50   2560 /usr/sbin/distnoted agent
 3288   106 S    05-23:10:45   6768 /usr/sbin/systemstats --logger-helper /private/var/db/systemstats
 3312     1 S    05-23:10:34  13920 /System/Library/PrivateFrameworks/SiriInference.framework/Versions/A/siriinferenced
 3404     1 Ss   05-23:10:14   2512 /System/Library/CoreServices/CrashReporterSupportHelper server-init
 3430     1 S    05-23:10:08   1728 /System/Library/PrivateFrameworks/KerberosHelper/Helpers/DiskUnmountWatcher
 3439     1 Ss   05-23:10:04  15360 /System/Library/Frameworks/QuickLookUI.framework/Versions/A/PlugIns/QLPreviewGenerationExtension.appex/Contents/MacOS/QLPreviewGenerationExtension -AppleLanguages ("en-US")
 3961     1 Ss   05-23:08:45  56256 /opt/homebrew/bin/herdr server
 5494  5414 Ss      21:27:34  38160 /opt/homebrew/Cellar/node/26.4.0/bin/node /Users/sab-mini/.pi/agent/npm/node_modules/tsx/dist/cli.mjs /Users/sab-mini/.pi/agent/npm/node_modules/pi-intercom/broker/broker.ts
 5529  5494 S       21:27:34  50880 /opt/homebrew/Cellar/node/26.4.0/bin/node --require /Users/sab-mini/.pi/agent/npm/node_modules/tsx/dist/preflight.cjs --import file:///Users/sab-mini/.pi/agent/npm/node_modules/tsx/dist/loader.mjs /Users/sab-mini/.pi/agent/npm/node_modules/pi-intercom/broker/broker.ts
 5898     1 S    05-23:08:31   2592 /usr/sbin/distnoted agent
 6242     1 Ss   01-08:42:26   8528 /System/Library/PrivateFrameworks/CoreADI.framework/adid
 7176     1 Ss   01-15:43:20  12320 /usr/libexec/aned
 7414  2048 S    03-05:08:00  33232 /Applications/Espanso.app/Contents/MacOS/espanso worker --monitor-daemon --start-reason config_changed
 7433     1 S    01-15:41:07  20976 /System/Library/PrivateFrameworks/ReplicatorCore.framework/Support/replicatord
 8059     1 S    01-01:26:07  22224 /System/Library/PrivateFrameworks/CoreDuetContext.framework/Resources/ContextStoreAgent
 8102     1 S    01-01:26:05  42496 /System/Library/CoreServices/CoreLocationAgent.app/Contents/MacOS/CoreLocationAgent
 8103     1 S    01-01:26:05  29584 /System/Library/PrivateFrameworks/SyncedDefaults.framework/Support/syncdefaultsd
 9228     1 S    01-01:25:06  10272 /System/Library/Frameworks/LocalAuthentication.framework/Support/coreauthd
11270     1 Ss      21:06:57  14688 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
12620     1 Ss         24:57   6288 /System/Library/PrivateFrameworks/MessagesBlastDoorSupport.framework/Versions/A/XPCServices/MessagesBlastDoorService.xpc/Contents/MacOS/MessagesBlastDoorService
13141     1 Ss   01-02:54:26  12560 sshd-session: sab-mini [priv]  
13142 13141 Z    01-02:54:26      0 <defunct>
13144 13141 S    01-02:54:26   2432 sshd-session: sab-mini  
14736     1 S    01-01:11:44  31120 /usr/libexec/knowledge-agent
16665     1 S    01-07:40:37  39664 /System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/Support/assistantd
16816     1 Ss   01-21:08:11  12304 sshd-session: sab-mini [priv]  
16817 16816 Z    01-21:08:11      0 <defunct>
16819 16816 S    01-21:08:11   2560 sshd-session: sab-mini@notty  
17170 16819 Ss   01-21:08:09   5728 /opt/homebrew/bin/herdr remote-client-bridge
18199     1 Ss         20:29   8560 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
18200     1 Ss         20:28  12448 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
18202     1 Ss         20:26  13584 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTEncoderXPCService.xpc/Contents/MacOS/VTEncoderXPCService
18594     1 Ss   01-00:48:40  10304 /usr/libexec/audioanalyticsd
18666     1 S    01-00:47:08  28736 /usr/libexec/transparencyd
18669     1 S    01-00:47:08  55104 /System/Library/PrivateFrameworks/PhotoLibraryServices.framework/Versions/A/Support/photolibraryd
18677     1 S    01-00:47:06 351936 /System/Library/PrivateFrameworks/MediaAnalysis.framework/Versions/A/mediaanalysisd
18700     1 S    01-00:46:35   4096 /usr/libexec/assessmentagent
18703     1 S    01-00:46:34   7472 /usr/libexec/feedbackd
18704     1 S    01-00:46:33   7328 /System/Library/PrivateFrameworks/CoreAnalytics.framework/Support/analyticsagent
18706     1 S    01-00:46:32   7920 /System/Library/PrivateFrameworks/CommerceKit.framework/Versions/A/Resources/commerce
18707     1 Ss   01-00:46:31   7072 /usr/libexec/nfcd
18710     1 Ss   01-00:46:31   3696 /System/Library/PrivateFrameworks/NearFieldPrivateServices.framework/Versions/A/XPCServices/NFStorageServer.xpc/Contents/MacOS/NFStorageServer
18728     1 S    01-00:46:08  16704 /usr/libexec/replayd
18729     1 S    01-00:46:07  14128 /System/Library/Frameworks/CoreTelephony.framework/Support/CommCenter -L
18735     1 S    01-00:45:59  16976 /System/Library/CoreServices/Keychain Circle Notification.app/Contents/MacOS/Keychain Circle Notification
18740     1 Ss   01-00:45:54   3152 /usr/libexec/online-auth-agent
18756     1 S    01-00:45:35  38736 /System/Library/PrivateFrameworks/VoiceShortcuts.framework/Versions/A/Support/siriactionsd
18757     1 Ss   01-00:45:35   8608 /System/Library/PrivateFrameworks/iCloudDriveService.framework/XPCServices/ContainerMetadataExtractor.xpc/Contents/MacOS/ContainerMetadataExtractor
18776     1 S    01-00:45:26  19936 /usr/libexec/pkd
18781     1 S    01-00:45:20   9712 /System/Library/PrivateFrameworks/AXAssetLoader.framework/Support/axassetsd
18782     1 S    01-00:45:17  23408 /System/Library/PrivateFrameworks/CalendarDaemon.framework/Support/calaccessd
18783     1 S    01-00:45:17  19456 /System/Library/PrivateFrameworks/CommunicationTrust.framework/Support/communicationtrustd
18793     1 S    01-00:45:10  39504 /System/Library/PrivateFrameworks/DoNotDisturbServer.framework/Support/donotdisturbd
18794     1 S    01-00:45:10  16752 /usr/libexec/findmylocateagent
18800     1 S    01-00:45:02  24736 /System/Library/PrivateFrameworks/WorkflowKit.framework/XPCServices/ShortcutsViewService.xpc/Contents/MacOS/ShortcutsViewService
18801     1 S    01-00:45:02  13056 /System/Library/PrivateFrameworks/SessionCore.framework/Support/liveactivitiesd
18802     1 S    01-00:45:02   4320 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/HIServices.framework/Versions/A/XPCServices/com.apple.hiservices-xpcservice.xpc/Contents/MacOS/com.apple.hiservices-xpcservice
18803     1 Ss   01-00:45:01  11056 /usr/libexec/ospredictiond
18826     1 S    01-00:44:36   9760 /System/Library/Frameworks/CryptoTokenKit.framework/ctkd -tw
18827     1 S    01-00:44:36  52176 /System/Library/PrivateFrameworks/IMDPersistence.framework/XPCServices/IMDPersistenceAgent.xpc/Contents/MacOS/IMDPersistenceAgent
18828     1 Ss   01-00:44:36   3936 /System/Library/PrivateFrameworks/MessagesBlastDoorSupport.framework/Versions/A/XPCServices/MessagesBlastDoorService.xpc/Contents/MacOS/MessagesBlastDoorService
18830     1 S    01-00:44:35  10768 /System/Library/PrivateFrameworks/CoreRecents.framework/Versions/A/Support/recentsd
18831     1 S    01-00:44:35  13632 /System/Library/PrivateFrameworks/IMTransferServices.framework/IMTransferAgent.app/Contents/MacOS/IMTransferAgent
18833     1 Ss   01-00:44:34   6432 /usr/libexec/securityd_system
18834     1 Ss   01-00:44:33  12720 /System/Library/PrivateFrameworks/IMTranscoding.framework/XPCServices/IMTranscoderAgent.xpc/Contents/MacOS/IMTranscoderAgent
18835     1 Ss   01-00:44:33    480 /System/Library/PrivateFrameworks/MessagesBlastDoorSupport.framework/Versions/A/XPCServices/MessagesBlastDoorService.xpc/Contents/MacOS/MessagesBlastDoorService
18836     1 S    01-00:44:33  22352 /usr/libexec/swcd
18839     1 S    01-00:44:32   9616 /usr/libexec/dmd
18840     1 S    01-00:44:32   6064 /System/Library/Frameworks/ManagedSettings.framework/Versions/A/ManagedSettingsAgent
18841     1 S    01-00:44:32  15200 /System/Library/PrivateFrameworks/Categories.framework/Versions/A/XPCServices/CategoriesService.xpc/Contents/MacOS/CategoriesService
18842     1 S    01-00:44:32  14496 /System/Library/PrivateFrameworks/ContextKit.framework/Versions/A/XPCServices/ContextService.xpc/Contents/MacOS/ContextService
18843     1 S    01-00:44:32   9504 /System/Library/PrivateFrameworks/ContextKit.framework/Versions/A/XPCServices/ContextService.xpc/Contents/MacOS/ContextService
18844     1 S    01-00:44:32  21744 /System/Library/PrivateFrameworks/NewsDaemon.framework/newsd
18845     1 S    01-00:44:32   2560 /System/Library/PrivateFrameworks/ToneLibrary.framework/Versions/A/XPCServices/com.apple.tonelibraryd.xpc/Contents/MacOS/com.apple.tonelibraryd
18846     1 S    01-00:44:31  24896 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
18847     1 S    01-00:44:31  34832 /usr/libexec/textunderstandingd
18848     1 Ss   01-00:44:31   4640 /System/Library/PrivateFrameworks/PowerLog.framework/Versions/A/XPCServices/PerfPowerTelemetryClientRegistrationService.xpc/Contents/MacOS/PerfPowerTelemetryClientRegistrationService
18849     1 S    01-00:44:31  16160 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
18850     1 S    01-00:44:31  20784 /usr/libexec/triald
18851     1 S    01-00:44:31   3984 /usr/libexec/secinitd
18852     1 S    01-00:44:31  29008 /System/Library/PrivateFrameworks/GenerativeExperiencesRuntime.framework/Versions/A/generativeexperiencesd
18853     1 Ss   01-00:44:31  25456 /usr/libexec/modelmanagerd
18854     1 Ss   01-00:44:31  37184 /System/Applications/Messages.app/Contents/PlugIns/Messages Assistant Extension.appex/Contents/MacOS/Messages Assistant Extension -AppleLanguages ("en-US")
18855     1 S    01-00:44:31   3328 /usr/sbin/cfprefsd agent
18856     1 Ss   01-00:44:31  13520 /System/Library/PrivateFrameworks/ModelCatalogRuntime.framework/Versions/A/modelcatalogd
18857     1 S    01-00:44:31  23264 /usr/libexec/networkserviceproxy
18860     1 S    01-00:44:31  10096 /System/Library/PrivateFrameworks/SocialLayer.framework/sociallayerd.app/Contents/MacOS/sociallayerd
18861     1 S    01-00:44:31  21664 /System/Library/Frameworks/Contacts.framework/Support/postersyncd
18863     1 S    01-00:44:30   6784 /usr/libexec/trustd --agent
18864     1 Ss   01-00:44:30   3216 /usr/libexec/trustdFileHelper
18866     1 S    01-00:44:30  13136 /usr/libexec/swtransparencyd
18868     1 S    01-00:44:30   3296 /usr/libexec/containermanagerd --runmode=agent --user-container-mode=current --bundle-container-mode=proxy --system-container-mode=none
18869     1 Ss   01-00:44:30   7792 /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
18870     1 S    01-00:44:30   8672 /System/Library/PrivateFrameworks/WebPrivacy.framework/webprivacyd
18871     1 Ss   01-00:44:30   7200 /usr/libexec/mobileactivationd
18872     1 Ss   01-00:44:29  15072 /usr/libexec/triald_system
18873     1 S    01-00:44:29  74064 /usr/libexec/duetexpertd
18874     1 Ss   01-00:44:29  17552 /System/Library/ExtensionKit/Extensions/TGOnDeviceInferenceProviderService.appex/Contents/MacOS/TGOnDeviceInferenceProviderService -LaunchArguments eyJ0eXBlIjo4LCJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS50Z29uZGV2aWNlaW5mZXJlbmNlcHJvdmlkZXJzZXJ2aWNlIiwiZW5oYW5jZWRTZWN1cml0eSI6ZmFsc2V9
18875     1 Ss   01-00:44:29  11056 /System/Library/CoreServices/osanalyticshelper server-init
18876     1 Ss   01-00:44:28   9888 /System/Library/PrivateFrameworks/TrialServer.framework/Versions/A/XPCServices/TrialArchivingService.xpc/Contents/MacOS/TrialArchivingService
18879     1 S    01-00:44:26  12224 /System/Library/PrivateFrameworks/ModelCatalogRuntime.framework/Versions/A/ModelCatalogAgent
18881     1 Ss   01-00:44:24   9008 /System/Library/PrivateFrameworks/CascadeSets.framework/Versions/A/XPCServices/SetStoreUpdateService.xpc/Contents/MacOS/SetStoreUpdateService
18882     1 S    01-00:44:24  51680 /System/Library/CoreServices/CoreServicesUIAgent.app/Contents/MacOS/CoreServicesUIAgent
18883     1 S    01-00:44:23  16576 /usr/libexec/textcomposerd
18887     1 Ss   01-00:44:21  14576 /System/Library/ExtensionKit/Extensions/GenerativeExperiencesSafetyInferenceProvider.appex/Contents/MacOS/GenerativeExperiencesSafetyInferenceProvider -LaunchArguments eyJ0eXBlIjo4LCJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5HZW5lcmF0aXZlRnVuY3Rpb25zLkdlbmVyYXRpdmVFeHBlcmllbmNlc1NhZmV0eUluZmVyZW5jZVByb3ZpZGVyIiwiZW5oYW5jZWRTZWN1cml0eSI6ZmFsc2V9
18888     1 Ss   01-00:44:20  17776 /System/Library/ExtensionKit/Extensions/TGOnDeviceInferenceProviderService.appex/Contents/MacOS/TGOnDeviceInferenceProviderService -LaunchArguments eyJ0eXBlIjo4LCJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS50Z29uZGV2aWNlaW5mZXJlbmNlcHJvdmlkZXJzZXJ2aWNlIiwiZW5oYW5jZWRTZWN1cml0eSI6ZmFsc2V9
18962     1 Ss   01-00:44:18   9200 /System/Library/Frameworks/GSS.framework/Helpers/GSSCred
18967     1 S    01-00:44:18  39712 /System/Library/PrivateFrameworks/AppSSO.framework/Support/AppSSOAgent.app/Contents/MacOS/AppSSOAgent
18998     1 Ss   01-00:44:18  19520 /System/Library/PrivateFrameworks/AppSSO.framework/Support/AppSSODaemon
19039     1 S    01-00:44:17   3232 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/HIServices.framework/Versions/A/XPCServices/com.apple.hiservices-xpcservice.xpc/Contents/MacOS/com.apple.hiservices-xpcservice
19051     1 Ss   01-00:44:10  28368 /System/Library/PrivateFrameworks/AppPredictionFoundation.framework/Versions/A/XPCServices/AppPredictionIntentsHelperService.xpc/Contents/MacOS/AppPredictionIntentsHelperService
19478     1 S    01-00:43:23  32416 /System/Library/PrivateFrameworks/SafariSafeBrowsing.framework/com.apple.Safari.SafeBrowsing.Service
19563     1 Ss         17:15   2752 /System/Library/CoreServices/liquiddetectiond.app/liquiddetectiond
19565     1 Ss         17:15   3392 /System/Library/CryptoTokenKit/com.apple.ifdreader.slotd/Contents/MacOS/com.apple.ifdreader
19566     1 Ss         17:15   6624 /System/Library/Frameworks/CoreMediaIO.framework/Resources/VDC.plugin/Contents/Resources/VDCAssistant
19571     1 Ss   01-00:41:19  11808 /usr/libexec/keybagd -t 15
19573     1 S    01-00:41:19  64816 /System/Library/PrivateFrameworks/PhotoAnalysis.framework/Versions/A/Support/photoanalysisd
19575     1 S    01-00:41:19  16768 /System/Library/PrivateFrameworks/UsageTracking.framework/Versions/A/UsageTrackingAgent
19576     1 S    01-00:41:19   8656 /System/Library/CoreServices/ScopedBookmarkAgent
19578     1 S    01-00:41:17  12416 /System/Library/PrivateFrameworks/MapsSync.framework/mapssyncd
19582     1 S    01-00:41:13  18784 /System/Library/PrivateFrameworks/iTunesCloud.framework/Support/itunescloudd
19593     1 S    01-00:41:06  27344 /usr/libexec/siriknowledged
19595     1 Ss   01-00:41:02  10720 /System/Library/PrivateFrameworks/CascadeSets.framework/Versions/A/XPCServices/SetStoreUpdateService.xpc/Contents/MacOS/SetStoreUpdateService
19598     1 Ss   01-00:41:01   8416 /usr/libexec/assetsubscriptiond
19604     1 Ss   01-00:40:53   3632 /usr/libexec/sysmond
19631     1 S    01-00:40:18   5136 /usr/sbin/BTLEServerAgent
19666     1 Ss   01-00:39:33  14336 /usr/libexec/rtcreportingd
19672     1 S    01-00:39:30   3712 /System/Library/CoreServices/ReportCrash agent
19674     1 Ss   01-00:39:27   2384 /System/Library/PrivateFrameworks/CoreSymbolication.framework/coresymbolicationd
19678     1 Ss   01-00:39:26  56496 /System/Library/PrivateFrameworks/UIFoundation.framework/Versions/A/XPCServices/nsattributedstringagent.xpc/Contents/MacOS/nsattributedstringagent
19680     1 S    01-00:39:26  51728 /System/Library/CoreServices/iconservicesagent
19681     1 Ss   01-00:39:26   5600 /System/Library/CoreServices/iconservicesd
19685     1 S    01-00:39:25   3344 /System/Library/Frameworks/MediaAccessibility.framework/Versions/A/XPCServices/com.apple.accessibility.mediaaccessibilityd.xpc/Contents/MacOS/com.apple.accessibility.mediaaccessibilityd
19686     1 S    01-00:39:25   4912 /System/Library/Frameworks/AudioToolbox.framework/AudioComponentRegistrar
19705     1 Ss   01-00:39:03  24944 /System/Library/PrivateFrameworks/IntelligencePlatformCompute.framework/Versions/A/XPCServices/IntelligencePlatformComputeService.xpc/Contents/MacOS/IntelligencePlatformComputeService
20539     1 S    02-08:13:36  16096 /System/Library/PrivateFrameworks/ScreenTimeCore.framework/Versions/A/ScreenTimeAgent
20573     1 S    01-00:34:05  18528 cloudphotod
20588     1 Ss   01-00:33:50   7840 /usr/libexec/findmybeaconingd
21084     1 S    05-15:36:07  10864 /System/Library/PrivateFrameworks/IMDPersistence.framework/IMAutomaticHistoryDeletionAgent.app/Contents/MacOS/IMAutomaticHistoryDeletionAgent
21203     1 Ss   01-00:31:51   6624 /System/Library/CoreServices/TimeMachine/backupd-helper -launchd
21204     1 Ss   01-00:31:51   2592 /usr/libexec/seputil --daemonize-reseed
21553     1 S          11:04   9584 /System/Library/PrivateFrameworks/CoreParsec.framework/parsec-fbf
23533     1 Ss         04:10  21072 /System/Library/CoreServices/RemoteManagement/screensharingd.bundle/Contents/MacOS/screensharingd
23534     1 S          04:10  30640 /System/Library/CoreServices/RemoteManagement/ScreensharingAgent.bundle/Contents/MacOS/ScreensharingAgent
23537     1 Ss         04:09  12160 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTEncoderXPCService.xpc/Contents/MacOS/VTEncoderXPCService
23550     1 Ss         04:07  17344 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTEncoderXPCService.xpc/Contents/MacOS/VTEncoderXPCService
23627     1 S          04:04  85312 /Applications/BetterDisplay.app/Contents/MacOS/BetterDisplay
23630     1 Ss         04:04   3392 /System/Library/Frameworks/ColorSync.framework/Versions/A/XPCServices/com.apple.ColorSyncXPCAgent.xpc/Contents/MacOS/com.apple.ColorSyncXPCAgent
23714     1 S          03:57   5328 /usr/libexec/spindump_agent
23783     1 S       20:21:17  25200 /System/Library/Frameworks/PaperKit.framework/Contents/LinkedNotesUIService.app/Contents/MacOS/LinkedNotesUIService
23849     1 Ss         03:01   3760 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
23850     1 Ss         03:01  13200 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
23854     1 S          03:00 132928 /System/Applications/System Settings.app/Contents/MacOS/System Settings
23855     1 Ss         03:00  16304 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
23857     1 Ss         03:00  56528 /System/Applications/System Settings.app/Contents/PlugIns/GeneralSettings.appex/Contents/MacOS/GeneralSettings -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5zeXN0ZW1wcmVmZXJlbmNlcy5HZW5lcmFsU2V0dGluZ3MiLCJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZSwidHlwZSI6Mn0=
23859     1 Ss         02:59 119232 /System/Library/ExtensionKit/Extensions/AppleIDSettings.appex/Contents/MacOS/AppleIDSettings -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5zeXN0ZW1wcmVmZXJlbmNlcy5BcHBsZUlEU2V0dGluZ3MiLCJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZSwidHlwZSI6Mn0=
23861     1 S          02:59  17312 /System/Library/PrivateFrameworks/AOSKit.framework/Versions/A/XPCServices/com.apple.iCloudHelper.xpc/Contents/MacOS/com.apple.iCloudHelper
23862     1 S          02:59  13552 /System/Library/PrivateFrameworks/CloudPhotoServices.framework/Versions/A/XPCServices/com.apple.CloudPhotosConfiguration.xpc/Contents/MacOS/com.apple.CloudPhotosConfiguration
23863     1 Ss         02:59  32720 /System/Library/ExtensionKit/Extensions/FamilySettings.appex/Contents/MacOS/FamilySettings -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5GYW1pbHktU2V0dGluZ3MuZXh0ZW5zaW9uIiwiZW5oYW5jZWRTZWN1cml0eSI6ZmFsc2UsInR5cGUiOjJ9
23864     1 Ss         02:59  24624 /System/Library/ExtensionKit/Extensions/FollowUpSettingsExtension.appex/Contents/MacOS/FollowUpSettingsExtension -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5Gb2xsb3dVcFNldHRpbmdzLkZvbGxvd1VwU2V0dGluZ3NFeHRlbnNpb24iLCJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZSwidHlwZSI6Mn0=
23865     1 Ss         02:59  25184 /System/Library/ExtensionKit/Extensions/VPN.appex/Contents/MacOS/VPN -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5OZXR3b3JrRXh0ZW5zaW9uU2V0dGluZ3NVSS5ORVNldHRpbmdzVUlFeHRlbnNpb24iLCJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZSwidHlwZSI6Mn0=
23866     1 Ss         02:59  24144 /System/Library/ExtensionKit/Extensions/HeadphoneSettingsExtension.appex/Contents/MacOS/HeadphoneSettingsExtension -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5IZWFkcGhvbmVTZXR0aW5ncyIsImVuaGFuY2VkU2VjdXJpdHkiOmZhbHNlLCJ0eXBlIjoyfQ==
23867     1 Ss         02:59  25120 /System/Library/ExtensionKit/Extensions/ClassroomSettings.appex/Contents/MacOS/ClassroomSettings -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5DbGFzc3Jvb20tU2V0dGluZ3MuZXh0ZW5zaW9uIiwiZW5oYW5jZWRTZWN1cml0eSI6ZmFsc2UsInR5cGUiOjJ9
23868     1 S          02:59  48992 /usr/libexec/studentd
23873     1 S          02:58  16240 /System/Library/Frameworks/ClassKit.framework/Versions/A/progressd
23878     1 Ss         02:56  35392 /System/Library/ExtensionKit/Extensions/DesktopSettings.appex/Contents/MacOS/DesktopSettings -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5EZXNrdG9wLVNldHRpbmdzLmV4dGVuc2lvbiIsImVuaGFuY2VkU2VjdXJpdHkiOmZhbHNlLCJ0eXBlIjoyfQ==
23879     1 Ss         02:56  86720 /System/Library/ExtensionKit/Extensions/DisplaysExt.appex/Contents/MacOS/DisplaysExt -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5EaXNwbGF5cy1TZXR0aW5ncy5leHRlbnNpb24iLCJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZSwidHlwZSI6Mn0=
23880     1 Ss         02:56  17328 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
23881     1 Ss         02:56   3472 /System/Library/Frameworks/ColorSync.framework/Versions/A/XPCServices/com.apple.ColorSyncXPCAgent.xpc/Contents/MacOS/com.apple.ColorSyncXPCAgent
24362     1 S          01:06  14224 /usr/libexec/SidecarDisplayAgent
24450     1 S          00:39  25856 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
24536     1 S          00:33  23136 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
24537     1 S          00:32  23152 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
24538     1 S          00:32  23168 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
